-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5300,38125
-5299.9,38127
-5299.8,38128
-5299.8,38130
-5299,38146
-5298.3,38162
-5297.5,38178
-5290.8,38323
-5284.1,38468
-5277.5,38615
-5270.8,38762
-5248.7,39254
-5226.6,39757
-5204.5,40269
-5182.4,40791
-5134.7,41950
-5087.1,43160
-5039.5,44424
-4991.9,45744
-4944.3,47125
-4844.5,50233
-4744.7,53664
-4644.9,57465
-4545.1,61693
-4462.3,65574
-4379.5,69843
-4296.7,74558
-4213.9,79784
-4145.3,84564
-4076.6,89807
-4008,95579
-3939.3,1.0196e+05
-3870.7,1.0904e+05
-3816.3,1.1523e+05
-3761.9,1.2201e+05
-3707.5,1.2945e+05
-3653.1,1.3766e+05
-3608,1.4513e+05
-3563,1.533e+05
-3517.9,1.6226e+05
-3472.8,1.7214e+05
-3436.2,1.8092e+05
-3399.6,1.905e+05
-3363,2.0097e+05
-3326.4,2.1249e+05
-3297.8,2.2231e+05
-3269.1,2.3296e+05
-3240.5,2.4454e+05
-3211.9,2.5719e+05
-3183.3,2.7106e+05
-3154.7,2.8635e+05
-3131.9,2.997e+05
-3109.1,3.1424e+05
-3086.3,3.3015e+05
-3063.5,3.4763e+05
-3044.8,3.6326e+05
-3030.3,3.7643e+05
-3015.7,3.9054e+05
-3010.4,3.96e+05
-3005,4.0161e+05
-2999.6,4.0737e+05
-2994.3,4.133e+05
-2988.9,4.1939e+05
-2983.6,4.2566e+05
-2973.6,4.3781e+05
-2963.6,4.5065e+05
-2953.7,4.6426e+05
-2943.7,4.787e+05
-2933.8,4.9407e+05
-2923.8,5.1045e+05
-2913.1,5.2932e+05
-2902.4,5.4965e+05
-2891.7,5.7163e+05
-2881,5.9549e+05
-2870.3,6.2149e+05
-2866.5,6.3139e+05
-2862.7,6.4162e+05
-2858.8,6.522e+05
-2855,6.6315e+05
-2851.1,6.745e+05
-2847.3,6.8625e+05
-2841.9,7.036e+05
-2836.5,7.219e+05
-2831.1,7.4123e+05
-2825.7,7.6169e+05
-2820.2,7.8339e+05
-2814.8,8.0645e+05
-2807.5,8.4017e+05
-2801.7,8.6924e+05
-2795.8,9.0058e+05
-2790,9.3447e+05
-2785.4,9.6308e+05
-2780.8,9.9366e+05
-2776.2,1.0265e+06
-2771.6,1.0617e+06
-2767.1,1.0998e+06
-2762.5,1.1411e+06
-2757.8,1.1873e+06
-2753,1.238e+06
-2748.3,1.2937e+06
-2744.5,1.3437e+06
-2740.6,1.3983e+06
-2736.8,1.4582e+06
-2732.9,1.5243e+06
-2729.8,1.5825e+06
-2726.7,1.6461e+06
-2723.6,1.7158e+06
-2720.5,1.7927e+06
-2718,1.8598e+06
-2715.5,1.9331e+06
-2713.1,2.0134e+06
-2710.6,2.1019e+06
-2708.1,2.1999e+06
-2707.3,2.234e+06
-2706.5,2.2693e+06
-2705.7,2.306e+06
-2704.9,2.3441e+06
-2704.1,2.3836e+06
-2703.3,2.4248e+06
-2701.9,2.5042e+06
-2700.4,2.59e+06
-2699,2.683e+06
-2697.5,2.7843e+06
-2696.1,2.8949e+06
-2694.6,3.0165e+06
-2693.1,3.1508e+06
-2691.7,3.3001e+06
-2690.5,3.4325e+06
-2689.4,3.5781e+06
-2688.2,3.7392e+06
-2687,3.9186e+06
-2686.1,4.0769e+06
-2685.2,4.2513e+06
-2684.2,4.4445e+06
-2683.3,4.6598e+06
-2682.6,4.8507e+06
-2681.8,5.0612e+06
-2681.1,5.2949e+06
-2680.3,5.556e+06
-2679.7,5.7907e+06
-2679.1,6.0504e+06
-2678.6,6.2885e+06
-2678.1,6.5502e+06
-2677.6,6.8395e+06
-2677.5,6.9478e+06
-2677.3,7.0604e+06
-2677.1,7.1773e+06
-2676.9,7.299e+06
-2676.8,7.4258e+06
-2676.6,7.5579e+06
-2676.3,7.7544e+06
-2676.1,7.9635e+06
-2675.8,8.1866e+06
-2675.6,8.4253e+06
-2675.4,8.6812e+06
-2675.1,8.9565e+06
-2674.8,9.3315e+06
-2674.5,9.7463e+06
-2674.2,1.0208e+07
-2673.9,1.0726e+07
-2673.6,1.119e+07
-2673.4,1.1704e+07
-2673.1,1.228e+07
-2672.9,1.2927e+07
-2672.7,1.3483e+07
-2672.5,1.4099e+07
-2672.3,1.4786e+07
-2672.1,1.556e+07
-2672,1.6234e+07
-2671.8,1.6983e+07
-2671.7,1.7819e+07
-2671.6,1.8595e+07
-2671.4,1.9456e+07
-2671.4,1.9544e+07
-2671.4,0.19307
-2671.4,0.19307
-2671.4,0.19307
-2671.4,0.19306
-2671.4,0.19306
-2671.4,0.19304
-2671.4,0.19302
-2671.4,0.193
-2671.4,0.19298
-2671.4,0.19296
-2671.4,0.19293
-2671.4,0.19291
-2671.4,0.1929
-2671.4,0.19288
-2671.4,0.19287
-2671.4,0.19286
-2671.4,0.19285
-2671.4,0.19284
-2671.4,0.19283
-2671.4,0.19282
-2671.4,0.19281
-2671.4,0.19281
-2671.4,0.1928
-2671.4,0.1928
-2671.4,0.19279
-2671.4,0.19279
-2671.4,0.19278
-2671.4,0.19278
-2671.4,0.19278
-2671.4,0.19278
-2671.4,0.19278
-2671.4,0.19278
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19277
-2671.4,0.19278
-2671.4,0.19278
-2671.4,0.19278
-2671.1,0.1928
-2670.9,0.19282
-2670.7,0.19284
-2669,0.19299
-2667.2,0.19315
-2665.5,0.1933
-2658.5,0.19393
-2651.5,0.19456
-2644.6,0.1952
-2637.6,0.19584
-2630.4,0.19651
-2623.2,0.19719
-2616,0.19787
-2608.8,0.19856
-2601.6,0.19925
-2593.7,0.20002
-2585.9,0.2008
-2578,0.20159
-2570.1,0.20239
-2562.3,0.2032
-2553.5,0.20413
-2544.7,0.20507
-2535.9,0.20603
-2527.1,0.207
-2518.3,0.208
-2506.5,0.20938
-2496.9,0.21053
-2487.3,0.2117
-2477.7,0.2129
-2468.1,0.21412
-2458.5,0.21538
-2444.1,0.21731
-2432.4,0.21892
-2420.7,0.22059
-2409,0.22229
-2397.2,0.22404
-2385.5,0.22583
-2356.1,0.23054
-2326.6,0.23554
-2306.5,0.23913
-2286.3,0.24285
-2266.2,0.24672
-2246,0.25075
-2225.9,0.25492
-2200.9,0.26033
-2175.9,0.266
-2150.9,0.27194
-2125.9,0.27818
-2100.9,0.28472
-2075.9,0.29159
-2044.8,0.30061
-2013.8,0.31022
-1982.7,0.32047
-1951.7,0.33144
-1920.6,0.34318
-1889.6,0.35578
-1847.8,0.37429
-1805.9,0.39482
-1764.1,0.41771
-1722.3,0.44339
-1680.5,0.47239
-1638.7,0.50539
-1588.8,0.55121
-1588.7,0.55133
-1588.6,0.55145
-1588.5,0.55157
-1588.4,0.55169
-1588.2,0.55181
-1588.1,0.55193
-1587.9,0.55212
-1587.7,0.55231
-1587.6,0.55249
-1587.4,0.55268
-1587.2,0.55287
-1587,0.55305
-1586.7,0.55335
-1586.4,0.55365
-1586.1,0.55396
-1585.8,0.55426
-1585.5,0.55456
-1585,0.55504
-1584.6,0.55553
-1584.1,0.55602
-1583.6,0.5565
-1583.1,0.55699
-1582.1,0.55805
-1581,0.55912
-1580,0.56019
-1579,0.56127
-1576,0.56434
-1573.1,0.56744
-1570.2,0.57057
-1560.2,0.58154
-1550.2,0.59291
-1540.2,0.60472
-1530.2,0.617
-1516.1,0.63512
-1502,0.65433
-1488,0.67472
-1473.9,0.69641
-1473.7,0.69674
-1473.5,0.69707
-1473.3,0.6974
-1473.1,0.69773
-1472.9,0.69806
-1471.9,0.69962
-1470.9,0.70119
-1469.9,0.70276
-1469,0.70434
-1468.2,0.70555
-1468,0.70591
-1467.9,0.70602
-1467.9,0.70613
-1467.9,0.70616
-1467.8,0.70618
-1467.8,0.70618
-1467.8,0.70618
-1467.8,0.70618
-1467.8,0.70618
-1467.8,0.70618
-1467.8,0.70618
-1467.8,0.70618
-1467.8,0.70619
-1467.8,0.7062
-1467.8,0.7062
-1467.8,0.70623
-1467.8,0.70626
-1467.8,0.70629
-1467.8,0.70632
-1467.7,0.70639
-1467.7,0.70646
-1467.6,0.70652
-1467.6,0.70659
-1467.5,0.70671
-1467.4,0.70682
-1467.3,0.70693
-1467.2,0.70703
-1467.1,0.70714
-1466.9,0.70729
-1466.8,0.70745
-1466.6,0.70759
-1466.5,0.70774
-1466.3,0.70788
-1466.2,0.70803
-1465.9,0.70823
-1465.7,0.70844
-1465.5,0.70864
-1465.3,0.70885
-1465.1,0.70905
-1464.8,0.70926
-1464.5,0.7096
-1464.1,0.70995
-1463.7,0.7103
-1463.3,0.71064
-1462.9,0.71099
-1462.6,0.71134
-1461.7,0.71212
-1460.9,0.71291
-1460,0.7137
-1459.1,0.7145
-1458.3,0.71529
-1457.4,0.71609
-1455.3,0.71812
-1453.1,0.72016
-1450.9,0.72222
-1448.8,0.72429
-1446.6,0.72637
-1440,0.73279
-1433.4,0.73933
-1426.8,0.74599
-1420.2,0.75277
-1413.6,0.75967
-1402.6,0.77146
-1391.5,0.78359
-1380.5,0.79605
-1369.4,0.80884
-1358.4,0.82196
-1344.2,0.83935
-1329.9,0.85728
-1315.7,0.87576
-1301.5,0.89477
-1287.3,0.91431
-1271.9,0.93607
-1256.4,0.95846
-1241,0.98148
-1225.6,1.0051
-1210.2,1.0294
-1189.4,1.0632
-1168.6,1.0982
-1147.8,1.1344
-1127,1.1718
-1106.1,1.2104
-1085.3,1.2502
-1057.3,1.3058
-1029.2,1.3637
-1001.2,1.424
-973.17,1.4867
-945.14,1.5521
-917.1,1.62
-885.64,1.6995
-854.19,1.7827
-822.73,1.8696
-791.27,1.9605
-759.81,2.0557
-728.35,2.1553
-696.89,2.2596
-665.09,2.3702
-633.28,2.4863
-601.47,2.6084
-569.66,2.7368
-543.29,2.8484
-516.93,2.9651
-490.57,3.0872
-464.2,3.2152
-442.59,3.3248
-420.98,3.4391
-399.37,3.5583
-377.76,3.6828
-360.22,3.7881
-342.68,3.8974
-325.14,4.0112
-307.6,4.1297
-292.99,4.2322
-278.39,4.3386
-263.79,4.449
-249.18,4.5638
-234.58,4.6835
-222.98,4.7821
-211.39,4.8842
-199.79,4.9901
-188.2,5.1001
-176.6,5.2144
-165.01,5.3335
-153.41,5.4577
-144.13,5.5613
-134.84,5.6688
-125.56,5.7805
-116.27,5.8968
-106.99,6.0181
-99.453,6.1205
-91.917,6.2268
-84.38,6.3374
-76.844,6.4525
-69.308,6.5726
-63.285,6.6725
-57.262,6.7761
-51.24,6.8838
-45.217,6.9958
-39.194,7.1126
-33.171,7.2346
-28.166,7.3403
-23.161,7.4503
-18.156,7.565
-13.151,7.6846
-8.1455,7.8098
-4.0469,7.9168
0,8.0267
